time_id,date,time,year,month,day,quarter,weekday,is_weekend
68,2019-01-07,15:01:00,2019,1,7,1,0,False
69,2019-01-24,10:04:00,2019,1,24,1,3,False
70,2019-02-02,18:50:00,2019,2,2,1,5,True
71,2019-01-06,12:46:00,2019,1,6,1,6,True
72,2019-02-11,16:19:00,2019,2,11,1,0,False
73,2019-03-05,18:17:00,2019,3,5,1,1,False
74,2019-03-09,18:21:00,2019,3,9,1,5,True
75,2019-01-22,10:55:00,2019,1,22,1,1,False
76,2019-01-13,17:04:00,2019,1,13,1,6,True
77,2019-01-09,14:20:00,2019,1,9,1,2,False
78,2019-01-12,15:48:00,2019,1,12,1,5,True
79,2019-03-05,16:24:00,2019,3,5,1,1,False
80,2019-01-22,18:56:00,2019,1,22,1,1,False
81,2019-01-21,14:42:00,2019,1,21,1,0,False
82,2019-01-26,19:56:00,2019,1,26,1,5,True
83,2019-01-23,18:37:00,2019,1,23,1,2,False
84,2019-02-23,18:45:00,2019,2,23,1,5,True
85,2019-03-09,10:17:00,2019,3,9,1,5,True
86,2019-03-05,14:31:00,2019,3,5,1,1,False
87,2019-03-25,10:23:00,2019,3,25,1,0,False
88,2019-03-27,20:35:00,2019,3,27,1,2,False
89,2019-01-02,16:57:00,2019,1,2,1,2,False
90,2019-02-27,17:55:00,2019,2,27,1,2,False
91,2019-01-23,10:25:00,2019,1,23,1,2,False
92,2019-01-26,19:54:00,2019,1,26,1,5,True
93,2019-01-10,16:42:00,2019,1,10,1,3,False
94,2019-03-12,12:09:00,2019,3,12,1,1,False
95,2019-02-06,20:05:00,2019,2,6,1,2,False
96,2019-03-08,20:38:00,2019,3,8,1,4,False
97,2019-03-29,10:25:00,2019,3,29,1,4,False
98,2019-02-09,13:11:00,2019,2,9,1,5,True
99,2019-03-23,10:16:00,2019,3,23,1,5,True
100,2019-03-05,18:14:00,2019,3,5,1,1,False
101,2019-03-26,19:20:00,2019,3,26,1,1,False
102,2019-03-01,13:22:00,2019,3,1,1,4,False
103,2019-02-01,11:27:00,2019,2,1,1,4,False
104,2019-03-28,16:44:00,2019,3,28,1,3,False
105,2019-03-19,18:19:00,2019,3,19,1,1,False
106,2019-01-12,14:50:00,2019,1,12,1,5,True
107,2019-01-05,20:54:00,2019,1,5,1,5,True
108,2019-03-22,20:19:00,2019,3,22,1,4,False
109,2019-03-24,10:43:00,2019,3,24,1,6,True
110,2019-03-03,14:30:00,2019,3,3,1,6,True
111,2019-02-05,11:32:00,2019,2,5,1,1,False
112,2019-02-05,10:41:00,2019,2,5,1,1,False
113,2019-02-15,12:44:00,2019,2,15,1,4,False
114,2019-01-19,20:07:00,2019,1,19,1,5,True
115,2019-02-01,20:31:00,2019,2,1,1,4,False
116,2019-03-02,13:01:00,2019,3,2,1,5,True
117,2019-03-05,12:29:00,2019,3,5,1,1,False
118,2019-01-16,15:26:00,2019,1,16,1,2,False
119,2019-02-02,20:48:00,2019,2,2,1,5,True
120,2019-01-20,20:38:00,2019,1,20,1,6,True
121,2019-02-14,17:03:00,2019,2,14,1,3,False
122,2019-01-12,12:02:00,2019,1,12,1,5,True
123,2019-03-09,17:26:00,2019,3,9,1,5,True
124,2019-03-13,19:52:00,2019,3,13,1,2,False
125,2019-03-09,14:57:00,2019,3,9,1,5,True
126,2019-03-10,18:44:00,2019,3,10,1,6,True
127,2019-01-27,13:26:00,2019,1,27,1,6,True
128,2019-01-08,16:17:00,2019,1,8,1,1,False
129,2019-01-08,15:57:00,2019,1,8,1,1,False
130,2019-02-08,11:15:00,2019,2,8,1,4,False
131,2019-01-25,13:18:00,2019,1,25,1,4,False
132,2019-03-06,20:34:00,2019,3,6,1,2,False
133,2019-02-10,18:36:00,2019,2,10,1,6,True
134,2019-02-17,14:40:00,2019,2,17,1,6,True
135,2019-03-08,16:43:00,2019,3,8,1,4,False
136,2019-02-18,19:39:00,2019,2,18,1,0,False
137,2019-01-18,20:59:00,2019,1,18,1,4,False
138,2019-02-18,15:39:00,2019,2,18,1,0,False
139,2019-02-16,12:21:00,2019,2,16,1,5,True
140,2019-03-16,19:25:00,2019,3,16,1,5,True
141,2019-01-23,13:00:00,2019,1,23,1,2,False
142,2019-01-25,13:48:00,2019,1,25,1,4,False
143,2019-02-05,19:57:00,2019,2,5,1,1,False
144,2019-02-22,10:36:00,2019,2,22,1,4,False
145,2019-01-21,16:37:00,2019,1,21,1,0,False
146,2019-03-08,17:11:00,2019,3,8,1,4,False
147,2019-02-10,12:28:00,2019,2,10,1,6,True
148,2019-03-19,12:46:00,2019,3,19,1,1,False
149,2019-03-06,15:07:00,2019,3,6,1,2,False
150,2019-03-27,13:48:00,2019,3,27,1,2,False
151,2019-03-23,19:20:00,2019,3,23,1,5,True
152,2019-03-11,16:07:00,2019,3,11,1,0,False
153,2019-01-29,11:56:00,2019,1,29,1,1,False
154,2019-02-07,18:23:00,2019,2,7,1,3,False
155,2019-01-28,13:05:00,2019,1,28,1,0,False
156,2019-02-20,15:55:00,2019,2,20,1,2,False
157,2019-01-04,19:40:00,2019,1,4,1,4,False
158,2019-03-07,13:58:00,2019,3,7,1,3,False
159,2019-03-30,14:43:00,2019,3,30,1,5,True
160,2019-03-27,19:18:00,2019,3,27,1,2,False
161,2019-01-19,19:39:00,2019,1,19,1,5,True
162,2019-02-25,16:21:00,2019,2,25,1,0,False
163,2019-03-13,19:44:00,2019,3,13,1,2,False
164,2019-01-30,19:42:00,2019,1,30,1,2,False
165,2019-02-20,15:24:00,2019,2,20,1,2,False
166,2019-02-25,14:12:00,2019,2,25,1,0,False
167,2019-01-16,13:32:00,2019,1,16,1,2,False
168,2019-02-08,16:20:00,2019,2,8,1,4,False
169,2019-01-19,16:31:00,2019,1,19,1,5,True
170,2019-02-01,15:10:00,2019,2,1,1,4,False
171,2019-01-03,11:36:00,2019,1,3,1,3,False
172,2019-01-26,12:45:00,2019,1,26,1,5,True
173,2019-03-03,19:17:00,2019,3,3,1,6,True
174,2019-01-19,17:34:00,2019,1,19,1,5,True
175,2019-01-18,12:04:00,2019,1,18,1,4,False
176,2019-03-21,16:21:00,2019,3,21,1,3,False
177,2019-03-03,17:01:00,2019,3,3,1,6,True
178,2019-02-13,10:50:00,2019,2,13,1,2,False
179,2019-03-23,19:16:00,2019,3,23,1,5,True
180,2019-01-28,16:47:00,2019,1,28,1,0,False
181,2019-02-09,10:00:00,2019,2,9,1,5,True
182,2019-01-23,11:51:00,2019,1,23,1,2,False
183,2019-03-23,10:55:00,2019,3,23,1,5,True
184,2019-01-25,15:00:00,2019,1,25,1,4,False
185,2019-03-04,11:19:00,2019,3,4,1,0,False
186,2019-03-05,19:46:00,2019,3,5,1,1,False
187,2019-03-03,19:00:00,2019,3,3,1,6,True
188,2019-02-08,10:53:00,2019,2,8,1,4,False
189,2019-02-10,12:50:00,2019,2,10,1,6,True
190,2019-01-28,20:50:00,2019,1,28,1,0,False
191,2019-02-11,10:39:00,2019,2,11,1,0,False
192,2019-01-15,13:41:00,2019,1,15,1,1,False
193,2019-03-16,19:08:00,2019,3,16,1,5,True
194,2019-01-26,20:23:00,2019,1,26,1,5,True
195,2019-03-19,11:30:00,2019,3,19,1,1,False
196,2019-01-13,19:30:00,2019,1,13,1,6,True
197,2019-03-26,18:03:00,2019,3,26,1,1,False
198,2019-03-23,10:13:00,2019,3,23,1,5,True
199,2019-03-12,19:58:00,2019,3,12,1,1,False
200,2019-02-17,19:57:00,2019,2,17,1,6,True
201,2019-01-29,10:01:00,2019,1,29,1,1,False
202,2019-03-15,11:57:00,2019,3,15,1,4,False
203,2019-01-14,10:02:00,2019,1,14,1,0,False
204,2019-02-06,14:51:00,2019,2,6,1,2,False
205,2019-02-15,12:42:00,2019,2,15,1,4,False
206,2019-01-03,12:02:00,2019,1,3,1,3,False
207,2019-01-04,18:19:00,2019,1,4,1,4,False
208,2019-03-18,17:38:00,2019,3,18,1,0,False
209,2019-03-28,13:41:00,2019,3,28,1,3,False
210,2019-03-02,19:42:00,2019,3,2,1,5,True
211,2019-01-25,20:24:00,2019,1,25,1,4,False
212,2019-01-16,18:08:00,2019,1,16,1,2,False
213,2019-03-20,19:17:00,2019,3,20,1,2,False
214,2019-01-04,13:24:00,2019,1,4,1,4,False
215,2019-03-11,15:53:00,2019,3,11,1,0,False
216,2019-03-22,15:05:00,2019,3,22,1,4,False
217,2019-03-24,18:27:00,2019,3,24,1,6,True
218,2019-02-21,16:55:00,2019,2,21,1,3,False
219,2019-02-12,12:58:00,2019,2,12,1,1,False
220,2019-03-10,18:59:00,2019,3,10,1,6,True
221,2019-01-31,13:44:00,2019,1,31,1,3,False
222,2019-03-06,13:46:00,2019,3,6,1,2,False
223,2019-02-17,18:06:00,2019,2,17,1,6,True
224,2019-02-21,12:38:00,2019,2,21,1,3,False
225,2019-03-20,15:56:00,2019,3,20,1,2,False
226,2019-01-11,14:29:00,2019,1,11,1,4,False
227,2019-01-26,19:14:00,2019,1,26,1,5,True
228,2019-01-31,16:24:00,2019,1,31,1,3,False
229,2019-02-26,10:52:00,2019,2,26,1,1,False
230,2019-03-11,12:55:00,2019,3,11,1,0,False
231,2019-01-26,19:28:00,2019,1,26,1,5,True
232,2019-03-12,13:52:00,2019,3,12,1,1,False
233,2019-02-11,10:54:00,2019,2,11,1,0,False
234,2019-02-21,18:31:00,2019,2,21,1,3,False
235,2019-03-09,18:24:00,2019,3,9,1,5,True
236,2019-01-20,18:09:00,2019,1,20,1,6,True
237,2019-01-28,15:16:00,2019,1,28,1,0,False
238,2019-03-05,17:07:00,2019,3,5,1,1,False
239,2019-03-02,19:26:00,2019,3,2,1,5,True
240,2019-01-11,11:20:00,2019,1,11,1,4,False
241,2019-01-11,16:49:00,2019,1,11,1,4,False
242,2019-03-11,12:01:00,2019,3,11,1,0,False
243,2019-02-28,18:37:00,2019,2,28,1,3,False
244,2019-01-05,11:25:00,2019,1,5,1,5,True
245,2019-02-02,18:42:00,2019,2,2,1,5,True
246,2019-01-01,14:47:00,2019,1,1,1,1,False
247,2019-02-09,19:43:00,2019,2,9,1,5,True
248,2019-01-23,14:04:00,2019,1,23,1,2,False
249,2019-01-07,16:11:00,2019,1,7,1,0,False
250,2019-01-14,19:06:00,2019,1,14,1,0,False
251,2019-02-02,15:34:00,2019,2,2,1,5,True
252,2019-03-17,19:06:00,2019,3,17,1,6,True
253,2019-03-02,19:44:00,2019,3,2,1,5,True
254,2019-03-16,11:22:00,2019,3,16,1,5,True
255,2019-01-06,11:23:00,2019,1,6,1,6,True
256,2019-01-29,14:12:00,2019,1,29,1,1,False
257,2019-01-31,10:46:00,2019,1,31,1,3,False
258,2019-02-05,10:16:00,2019,2,5,1,1,False
259,2019-02-13,12:38:00,2019,2,13,1,2,False
260,2019-02-07,13:05:00,2019,2,7,1,3,False
261,2019-03-19,13:25:00,2019,3,19,1,1,False
262,2019-03-07,14:53:00,2019,3,7,1,3,False
263,2019-03-13,19:22:00,2019,3,13,1,2,False
264,2019-02-09,11:00:00,2019,2,9,1,5,True
265,2019-02-26,19:24:00,2019,2,26,1,1,False
266,2019-03-12,12:43:00,2019,3,12,1,1,False
267,2019-03-14,17:22:00,2019,3,14,1,3,False
268,2019-01-08,20:55:00,2019,1,8,1,1,False
269,2019-01-05,16:05:00,2019,1,5,1,5,True
270,2019-01-04,13:34:00,2019,1,4,1,4,False
271,2019-03-06,18:13:00,2019,3,6,1,2,False
272,2019-01-03,19:17:00,2019,1,3,1,3,False
273,2019-01-07,11:44:00,2019,1,7,1,0,False
274,2019-01-27,15:51:00,2019,1,27,1,6,True
275,2019-02-26,16:52:00,2019,2,26,1,1,False
276,2019-01-07,20:52:00,2019,1,7,1,0,False
277,2019-01-07,17:36:00,2019,1,7,1,0,False
278,2019-02-02,13:23:00,2019,2,2,1,5,True
279,2019-03-20,16:28:00,2019,3,20,1,2,False
280,2019-03-20,19:57:00,2019,3,20,1,2,False
281,2019-02-15,17:01:00,2019,2,15,1,4,False
282,2019-03-06,13:29:00,2019,3,6,1,2,False
283,2019-01-06,11:09:00,2019,1,6,1,6,True
284,2019-03-04,15:02:00,2019,3,4,1,0,False
285,2019-03-12,14:21:00,2019,3,12,1,1,False
286,2019-02-20,18:01:00,2019,2,20,1,2,False
287,2019-03-24,14:49:00,2019,3,24,1,6,True
288,2019-01-31,12:02:00,2019,1,31,1,3,False
289,2019-01-25,13:30:00,2019,1,25,1,4,False
290,2019-02-03,14:38:00,2019,2,3,1,6,True
291,2019-01-24,17:37:00,2019,1,24,1,3,False
292,2019-03-14,17:20:00,2019,3,14,1,3,False
293,2019-02-18,20:29:00,2019,2,18,1,0,False
294,2019-01-21,10:00:00,2019,1,21,1,0,False
295,2019-03-13,11:46:00,2019,3,13,1,2,False
296,2019-03-03,13:42:00,2019,3,3,1,6,True
297,2019-03-29,14:44:00,2019,3,29,1,4,False
298,2019-01-10,14:16:00,2019,1,10,1,3,False
299,2019-01-25,15:54:00,2019,1,25,1,4,False
300,2019-01-19,10:21:00,2019,1,19,1,5,True
301,2019-01-02,18:09:00,2019,1,2,1,2,False
302,2019-03-12,16:46:00,2019,3,12,1,1,False
303,2019-02-25,15:31:00,2019,2,25,1,0,False
304,2019-03-18,17:15:00,2019,3,18,1,0,False
305,2019-02-23,12:29:00,2019,2,23,1,5,True
306,2019-03-26,20:14:00,2019,3,26,1,1,False
307,2019-03-30,13:22:00,2019,3,30,1,5,True
308,2019-02-17,17:09:00,2019,2,17,1,6,True
309,2019-03-21,10:40:00,2019,3,21,1,3,False
310,2019-03-05,17:43:00,2019,3,5,1,1,False
311,2019-01-31,14:04:00,2019,1,31,1,3,False
312,2019-02-05,19:05:00,2019,2,5,1,1,False
313,2019-02-01,10:08:00,2019,2,1,1,4,False
314,2019-03-07,13:12:00,2019,3,7,1,3,False
315,2019-02-10,20:51:00,2019,2,10,1,6,True
316,2019-02-14,17:29:00,2019,2,14,1,3,False
317,2019-02-09,10:25:00,2019,2,9,1,5,True
318,2019-01-10,11:34:00,2019,1,10,1,3,False
319,2019-03-11,18:58:00,2019,3,11,1,0,False
320,2019-02-18,16:28:00,2019,2,18,1,0,False
321,2019-02-26,20:26:00,2019,2,26,1,1,False
322,2019-01-18,15:08:00,2019,1,18,1,4,False
323,2019-02-15,18:03:00,2019,2,15,1,4,False
324,2019-03-08,13:21:00,2019,3,8,1,4,False
325,2019-01-17,12:48:00,2019,1,17,1,3,False
326,2019-03-12,19:53:00,2019,3,12,1,1,False
327,2019-03-09,19:09:00,2019,3,9,1,5,True
328,2019-03-12,16:30:00,2019,3,12,1,1,False
329,2019-01-25,10:11:00,2019,1,25,1,4,False
330,2019-03-25,13:07:00,2019,3,25,1,0,False
331,2019-02-07,18:48:00,2019,2,7,1,3,False
332,2019-02-17,17:27:00,2019,2,17,1,6,True
333,2019-02-03,15:59:00,2019,2,3,1,6,True
334,2019-03-14,11:21:00,2019,3,14,1,3,False
335,2019-03-24,13:48:00,2019,3,24,1,6,True
336,2019-03-21,10:17:00,2019,3,21,1,3,False
337,2019-03-19,15:49:00,2019,3,19,1,1,False
338,2019-02-24,13:02:00,2019,2,24,1,6,True
339,2019-03-28,12:58:00,2019,3,28,1,3,False
340,2019-02-05,15:26:00,2019,2,5,1,1,False
341,2019-02-10,18:23:00,2019,2,10,1,6,True
342,2019-03-05,19:06:00,2019,3,5,1,1,False
343,2019-02-15,20:21:00,2019,2,15,1,4,False
344,2019-01-30,16:24:00,2019,1,30,1,2,False
345,2019-02-14,15:04:00,2019,2,14,1,3,False
346,2019-02-27,16:10:00,2019,2,27,1,2,False
347,2019-02-04,12:14:00,2019,2,4,1,0,False
348,2019-01-20,10:13:00,2019,1,20,1,6,True
349,2019-03-28,17:38:00,2019,3,28,1,3,False
350,2019-02-27,11:06:00,2019,2,27,1,2,False
351,2019-02-15,14:53:00,2019,2,15,1,4,False
352,2019-01-26,18:22:00,2019,1,26,1,5,True
353,2019-03-14,19:02:00,2019,3,14,1,3,False
354,2019-03-02,14:16:00,2019,3,2,1,5,True
355,2019-03-04,15:44:00,2019,3,4,1,0,False
356,2019-01-07,12:20:00,2019,1,7,1,0,False
357,2019-03-08,20:01:00,2019,3,8,1,4,False
358,2019-01-09,13:45:00,2019,1,9,1,2,False
359,2019-03-01,15:40:00,2019,3,1,1,4,False
360,2019-03-16,16:58:00,2019,3,16,1,5,True
361,2019-02-17,11:12:00,2019,2,17,1,6,True
362,2019-02-27,15:12:00,2019,2,27,1,2,False
363,2019-03-07,20:37:00,2019,3,7,1,3,False
364,2019-01-21,17:44:00,2019,1,21,1,0,False
365,2019-02-19,16:23:00,2019,2,19,1,1,False
366,2019-01-06,12:12:00,2019,1,6,1,6,True
367,2019-03-14,19:33:00,2019,3,14,1,3,False
368,2019-03-24,10:29:00,2019,3,24,1,6,True
369,2019-01-27,14:28:00,2019,1,27,1,6,True
370,2019-03-06,12:46:00,2019,3,6,1,2,False
371,2019-02-02,19:40:00,2019,2,2,1,5,True
372,2019-01-25,19:39:00,2019,1,25,1,4,False
373,2019-03-14,17:54:00,2019,3,14,1,3,False
374,2019-01-29,12:25:00,2019,1,29,1,1,False
375,2019-01-03,16:47:00,2019,1,3,1,3,False
376,2019-01-14,12:52:00,2019,1,14,1,0,False
377,2019-01-05,19:50:00,2019,1,5,1,5,True
378,2019-02-22,18:17:00,2019,2,22,1,4,False
379,2019-02-06,17:20:00,2019,2,6,1,2,False
380,2019-01-30,13:32:00,2019,1,30,1,2,False
381,2019-01-11,10:37:00,2019,1,11,1,4,False
382,2019-03-19,14:35:00,2019,3,19,1,1,False
383,2019-01-14,12:09:00,2019,1,14,1,0,False
384,2019-03-01,15:32:00,2019,3,1,1,4,False
385,2019-01-06,13:58:00,2019,1,6,1,6,True
386,2019-01-31,13:19:00,2019,1,31,1,3,False
387,2019-03-11,13:37:00,2019,3,11,1,0,False
388,2019-02-20,16:49:00,2019,2,20,1,2,False
389,2019-01-27,14:55:00,2019,1,27,1,6,True
390,2019-03-10,14:04:00,2019,3,10,1,6,True
391,2019-02-15,12:31:00,2019,2,15,1,4,False
392,2019-01-26,14:51:00,2019,1,26,1,5,True
393,2019-02-13,18:27:00,2019,2,13,1,2,False
394,2019-03-09,12:45:00,2019,3,9,1,5,True
395,2019-03-06,10:36:00,2019,3,6,1,2,False
396,2019-01-24,20:36:00,2019,1,24,1,3,False
397,2019-03-13,14:16:00,2019,3,13,1,2,False
398,2019-03-15,10:26:00,2019,3,15,1,4,False
399,2019-03-05,13:30:00,2019,3,5,1,1,False
400,2019-03-04,16:28:00,2019,3,4,1,0,False
401,2019-03-25,20:18:00,2019,3,25,1,0,False
402,2019-03-12,20:04:00,2019,3,12,1,1,False
403,2019-02-04,13:38:00,2019,2,4,1,0,False
404,2019-02-22,10:43:00,2019,2,22,1,4,False
405,2019-02-16,17:30:00,2019,2,16,1,5,True
406,2019-01-19,15:28:00,2019,1,19,1,5,True
407,2019-01-11,19:07:00,2019,1,11,1,4,False
408,2019-01-04,19:01:00,2019,1,4,1,4,False
409,2019-03-04,19:48:00,2019,3,4,1,0,False
410,2019-01-28,19:24:00,2019,1,28,1,0,False
411,2019-01-02,13:00:00,2019,1,2,1,2,False
412,2019-01-25,14:29:00,2019,1,25,1,4,False
413,2019-01-04,13:21:00,2019,1,4,1,4,False
414,2019-03-10,18:55:00,2019,3,10,1,6,True
415,2019-03-22,19:36:00,2019,3,22,1,4,False
416,2019-01-25,16:28:00,2019,1,25,1,4,False
417,2019-01-08,13:48:00,2019,1,8,1,1,False
418,2019-01-22,10:57:00,2019,1,22,1,1,False
419,2019-01-12,17:13:00,2019,1,12,1,5,True
420,2019-02-04,10:23:00,2019,2,4,1,0,False
421,2019-03-28,13:57:00,2019,3,28,1,3,False
422,2019-01-23,13:29:00,2019,1,23,1,2,False
423,2019-02-08,13:00:00,2019,2,8,1,4,False
424,2019-03-19,19:42:00,2019,3,19,1,1,False
425,2019-03-09,15:36:00,2019,3,9,1,5,True
426,2019-01-02,13:40:00,2019,1,2,1,2,False
427,2019-01-21,18:01:00,2019,1,21,1,0,False
428,2019-03-20,13:53:00,2019,3,20,1,2,False
429,2019-02-27,17:27:00,2019,2,27,1,2,False
430,2019-03-08,10:53:00,2019,3,8,1,4,False
431,2019-01-31,19:48:00,2019,1,31,1,3,False
432,2019-03-08,16:53:00,2019,3,8,1,4,False
433,2019-01-13,19:14:00,2019,1,13,1,6,True
434,2019-03-09,14:36:00,2019,3,9,1,5,True
435,2019-02-22,18:19:00,2019,2,22,1,4,False
436,2019-03-19,19:09:00,2019,3,19,1,1,False
437,2019-01-20,16:51:00,2019,1,20,1,6,True
438,2019-03-08,15:37:00,2019,3,8,1,4,False
439,2019-03-08,20:15:00,2019,3,8,1,4,False
440,2019-02-07,14:38:00,2019,2,7,1,3,False
441,2019-01-15,19:25:00,2019,1,15,1,1,False
442,2019-03-22,19:35:00,2019,3,22,1,4,False
443,2019-01-15,15:42:00,2019,1,15,1,1,False
444,2019-01-08,14:11:00,2019,1,8,1,1,False
445,2019-01-15,10:43:00,2019,1,15,1,1,False
446,2019-01-28,17:58:00,2019,1,28,1,0,False
447,2019-02-14,11:26:00,2019,2,14,1,3,False
448,2019-03-10,17:38:00,2019,3,10,1,6,True
449,2019-01-12,20:07:00,2019,1,12,1,5,True
450,2019-03-26,11:02:00,2019,3,26,1,1,False
451,2019-01-01,19:07:00,2019,1,1,1,1,False
452,2019-01-02,18:50:00,2019,1,2,1,2,False
453,2019-03-16,12:43:00,2019,3,16,1,5,True
454,2019-03-03,15:09:00,2019,3,3,1,6,True
455,2019-01-31,13:47:00,2019,1,31,1,3,False
456,2019-02-13,16:59:00,2019,2,13,1,2,False
457,2019-02-15,14:15:00,2019,2,15,1,4,False
458,2019-02-07,20:24:00,2019,2,7,1,3,False
459,2019-01-27,13:58:00,2019,1,27,1,6,True
460,2019-02-23,16:52:00,2019,2,23,1,5,True
461,2019-02-03,15:19:00,2019,2,3,1,6,True
462,2019-03-03,12:25:00,2019,3,3,1,6,True
463,2019-02-03,10:02:00,2019,2,3,1,6,True
464,2019-03-17,18:58:00,2019,3,17,1,6,True
465,2019-03-28,15:31:00,2019,3,28,1,3,False
466,2019-03-02,11:22:00,2019,3,2,1,5,True
467,2019-02-08,13:12:00,2019,2,8,1,4,False
468,2019-03-22,18:33:00,2019,3,22,1,4,False
469,2019-02-09,10:02:00,2019,2,9,1,5,True
470,2019-02-15,11:21:00,2019,2,15,1,4,False
471,2019-01-23,12:10:00,2019,1,23,1,2,False
472,2019-01-25,11:40:00,2019,1,25,1,4,False
473,2019-02-02,18:31:00,2019,2,2,1,5,True
474,2019-03-30,17:58:00,2019,3,30,1,5,True
475,2019-03-30,17:04:00,2019,3,30,1,5,True
476,2019-02-25,20:35:00,2019,2,25,1,0,False
477,2019-03-18,16:10:00,2019,3,18,1,0,False
478,2019-03-07,16:54:00,2019,3,7,1,3,False
479,2019-03-16,10:11:00,2019,3,16,1,5,True
480,2019-01-29,11:26:00,2019,1,29,1,1,False
481,2019-02-02,20:29:00,2019,2,2,1,5,True
482,2019-02-15,12:12:00,2019,2,15,1,4,False
483,2019-01-08,13:05:00,2019,1,8,1,1,False
484,2019-02-12,16:19:00,2019,2,12,1,1,False
485,2019-01-01,19:48:00,2019,1,1,1,1,False
486,2019-03-21,15:25:00,2019,3,21,1,3,False
487,2019-02-28,14:42:00,2019,2,28,1,3,False
488,2019-03-23,18:59:00,2019,3,23,1,5,True
489,2019-01-30,20:47:00,2019,1,30,1,2,False
490,2019-02-04,13:21:00,2019,2,4,1,0,False
491,2019-03-13,19:48:00,2019,3,13,1,2,False
492,2019-03-15,18:20:00,2019,3,15,1,4,False
493,2019-03-05,20:24:00,2019,3,5,1,1,False
494,2019-03-05,13:44:00,2019,3,5,1,1,False
495,2019-02-26,11:48:00,2019,2,26,1,1,False
496,2019-03-20,14:14:00,2019,3,20,1,2,False
497,2019-01-01,15:51:00,2019,1,1,1,1,False
498,2019-01-27,11:17:00,2019,1,27,1,6,True
