sales_id,invoice_id,customer_id,product_id,time_id,branch_id,payment_id,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating,created_at,updated_at
49,669-54-1719,1,49,49,3,3,6,5.68,119.26,113.58,4.76,5.68,8.1,2025-12-23 21:27:20.596647,2025-12-23 21:27:20.596647
50,574-22-5561,1,50,50,2,1,10,41.32,867.62,826.3,4.76,41.32,7.9,2025-12-23 21:27:20.596647,2025-12-23 21:27:20.596647
51,326-78-5178,1,51,51,2,2,7,31.99,671.79,639.8,4.76,31.99,9.5,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
52,162-48-8011,1,52,52,1,2,5,11.15,234.1,222.95,4.76,11.15,8.5,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
53,616-24-2851,1,53,53,3,1,4,3.57,75.05,71.48,4.76,3.57,6.5,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
54,778-71-5554,1,54,54,2,3,1,0.77,16.2,15.43,4.76,0.77,6.1,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
55,242-55-6721,1,55,55,3,1,2,1.62,33.94,32.32,4.76,1.62,6.5,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
56,399-46-5918,1,56,56,2,2,8,34.39,722.23,687.84,4.76,34.39,8.2,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
57,106-35-6779,1,57,57,1,2,2,4.43,93.11,88.68,4.76,4.43,5.8,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
58,635-40-6220,1,58,58,1,1,8,35.84,752.64,716.8,4.76,35.84,6.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
59,817-48-8732,1,59,59,1,2,10,36.18,759.68,723.5,4.76,36.18,5.4,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
60,120-06-4233,1,60,60,2,2,6,9.18,192.84,183.66,4.76,9.18,9.3,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
61,285-68-5083,1,61,61,2,3,3,3.71,77.93,74.22,4.76,3.71,10.0,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
62,803-83-5989,1,62,62,2,1,6,16.72,351.1,334.38,4.76,16.72,7.0,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
63,347-34-2234,1,63,63,3,1,9,24.78,520.41,495.63,4.76,24.78,10.0,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
64,199-75-8169,1,64,64,1,3,10,7.91,166.01,158.1,4.76,7.91,8.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
65,853-23-2453,1,65,65,3,2,4,15.15,318.11,302.96,4.76,15.15,7.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
66,877-22-3308,1,66,66,1,2,10,7.94,166.64,158.7,4.76,7.94,5.8,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
67,838-78-4295,1,67,67,2,1,2,3.35,70.29,66.94,4.76,3.35,6.7,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
68,109-28-2512,1,68,68,3,1,6,29.28,614.94,585.66,4.76,29.28,9.9,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
69,232-11-3025,1,69,69,1,2,10,39.39,827.09,787.7,4.76,39.39,6.4,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
70,382-03-4532,1,70,70,1,2,1,0.92,19.25,18.33,4.76,0.92,4.3,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
71,393-65-2792,1,71,71,2,3,10,44.74,939.54,894.8,4.76,44.74,9.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
72,796-12-2025,1,72,72,2,2,10,31.06,652.26,621.2,4.76,31.06,5.9,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
73,510-95-6347,1,73,73,3,1,3,7.28,152.84,145.56,4.76,7.28,4.0,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
74,841-35-6630,1,74,74,2,2,6,22.77,478.23,455.46,4.76,22.77,8.7,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
75,287-21-9091,1,75,75,1,1,9,33.6,705.63,672.03,4.76,33.6,9.4,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
76,732-94-0499,1,76,76,2,3,10,20.83,437.33,416.5,4.76,20.83,5.4,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
77,263-10-3913,1,77,77,2,3,9,22.07,463.43,441.36,4.76,22.07,8.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
78,381-20-0914,1,78,78,1,3,9,9.0,189.09,180.09,4.76,9.0,5.7,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
79,829-49-1914,1,79,79,2,1,10,39.16,822.26,783.1,4.76,39.16,6.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
80,756-01-7507,1,80,80,2,2,5,5.1,107.0,101.9,4.76,5.1,6.0,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
81,870-72-4431,1,81,81,2,3,6,29.76,624.9,595.14,4.76,29.76,5.5,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
82,847-38-7188,1,82,82,3,1,3,14.5,304.54,290.04,4.76,14.5,6.4,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
83,480-63-2856,1,83,83,2,1,8,7.7,161.7,154.0,4.76,7.7,6.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
84,787-56-0757,1,84,84,2,3,4,16.07,337.51,321.44,4.76,16.07,8.3,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
85,360-39-5055,1,85,85,2,2,5,12.23,256.78,244.55,4.76,12.23,6.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
86,730-50-9884,1,86,86,2,1,7,29.07,610.49,581.42,4.76,29.07,4.0,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
87,362-58-8315,1,87,87,2,2,5,19.13,401.73,382.6,4.76,19.13,9.9,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
88,633-44-8566,1,88,88,1,3,7,17.28,362.94,345.66,4.76,17.28,7.3,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
89,504-35-8843,1,89,89,1,2,1,2.12,44.59,42.47,4.76,2.12,5.7,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
90,318-68-5053,1,90,90,3,2,6,23.1,485.04,461.94,4.76,23.1,6.1,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
91,565-80-5980,1,91,91,2,2,4,9.48,199.0,189.52,4.76,9.48,7.1,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
92,225-32-0908,1,92,92,2,1,10,22.43,471.03,448.6,4.76,22.43,8.2,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
93,873-51-0671,1,93,93,1,1,7,7.69,161.55,153.86,4.76,7.69,5.1,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
94,152-08-9985,1,94,94,3,3,9,28.96,608.2,579.24,4.76,28.96,8.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
95,512-91-0811,1,95,95,2,3,1,4.49,94.24,89.75,4.76,4.49,6.6,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
96,594-34-4444,1,96,96,1,1,1,4.86,102.02,97.16,4.76,4.86,7.2,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
97,766-85-7061,1,97,97,3,1,10,43.94,922.64,878.7,4.76,43.94,5.1,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
98,871-39-9221,1,98,98,2,2,6,3.74,78.44,74.7,4.76,3.74,4.1,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
99,865-92-6136,1,99,99,1,1,3,7.91,166.16,158.25,4.76,7.91,9.3,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
100,733-01-9107,1,100,100,3,2,6,24.81,521.01,496.2,4.76,24.81,7.4,2025-12-23 21:27:20.614772,2025-12-23 21:27:20.614772
101,163-56-7055,1,101,101,2,2,1,2.44,51.15,48.71,4.76,2.44,4.1,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
102,189-98-2939,1,102,102,2,2,9,35.35,742.3,706.95,4.76,35.35,7.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
103,551-21-3069,1,103,103,2,2,9,10.38,218.01,207.63,4.76,10.38,4.9,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
104,212-62-1842,1,104,104,1,2,6,17.48,367.04,349.56,4.76,17.48,9.9,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
105,716-39-1409,1,105,105,3,2,7,10.62,223.07,212.45,4.76,10.62,8.0,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
106,704-48-3927,1,106,106,1,1,10,44.34,931.04,886.7,4.76,44.34,7.3,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
107,628-34-3388,1,107,107,2,3,6,8.21,172.49,164.28,4.76,8.21,7.9,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
108,630-74-5166,1,108,108,1,2,6,18.64,391.42,372.78,4.76,18.64,7.4,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
109,588-01-7461,1,109,109,2,2,9,15.29,321.11,305.82,4.76,15.29,4.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
110,861-77-0145,1,110,110,2,2,10,40.99,860.69,819.7,4.76,40.99,9.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
111,479-26-8945,1,111,111,3,1,2,1.65,34.63,32.98,4.76,1.65,4.6,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
112,210-67-5886,1,112,112,2,3,3,14.73,309.36,294.63,4.76,14.73,7.8,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
113,227-78-1148,1,113,113,3,2,7,25.49,535.37,509.88,4.76,25.49,8.4,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
114,645-44-1170,1,114,114,1,1,9,26.13,548.76,522.63,4.76,26.13,4.3,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
115,237-01-6122,1,115,115,2,3,9,36.36,763.47,727.11,4.76,36.36,9.5,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
116,225-98-1496,1,116,116,2,3,3,4.05,85.11,81.06,4.76,4.05,7.1,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
117,291-32-1427,1,117,117,3,1,5,5.49,115.19,109.7,4.76,5.49,5.3,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
118,659-65-8956,1,118,118,3,1,1,2.57,53.93,51.36,4.76,2.57,5.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
119,642-32-2990,1,119,119,1,1,10,5.48,115.08,109.6,4.76,5.48,6.0,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
120,378-24-2715,1,120,120,3,1,2,5.34,112.22,106.88,4.76,5.34,4.1,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
121,638-60-7125,1,121,121,1,3,8,39.82,836.3,796.48,4.76,39.82,5.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
122,659-36-1684,1,122,122,2,3,7,19.99,419.83,399.84,4.76,19.99,6.5,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
123,219-22-9386,1,123,123,3,3,9,44.98,944.62,899.64,4.76,44.98,4.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
124,336-78-2147,1,124,124,2,3,8,25.56,536.84,511.28,4.76,25.56,4.6,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
125,268-27-6179,1,125,125,3,1,8,22.59,474.35,451.76,4.76,22.59,7.3,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
126,668-90-8900,1,126,126,1,3,7,32.79,688.62,655.83,4.76,32.79,4.5,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
127,870-54-3162,1,127,127,1,2,5,8.06,169.31,161.25,4.76,8.06,9.0,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
128,189-08-9157,1,128,128,2,3,9,14.28,299.85,285.57,4.76,14.28,5.9,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
129,663-86-9076,1,129,129,2,1,8,27.42,575.74,548.32,4.76,27.42,8.5,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
130,549-84-7482,1,130,130,3,1,9,40.63,853.15,812.52,4.76,40.63,7.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
131,191-10-6171,2,131,131,3,2,7,13.87,291.21,277.34,4.76,13.87,7.5,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
132,802-70-5316,1,132,132,1,2,6,27.64,580.42,552.78,4.76,27.64,8.3,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
133,695-51-0018,2,133,133,3,2,4,6.97,146.33,139.36,4.76,6.97,7.4,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
134,590-83-4591,1,134,134,3,3,6,26.24,550.94,524.7,4.76,26.24,8.8,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
135,483-71-1164,2,135,135,2,1,6,24.39,512.19,487.8,4.76,24.39,5.3,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
136,597-78-7908,2,136,136,2,2,3,13.53,284.19,270.66,4.76,13.53,6.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
137,700-81-1757,2,137,137,1,3,5,6.58,138.13,131.55,4.76,6.58,8.8,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
138,354-39-5160,1,138,138,1,2,6,10.33,216.85,206.52,4.76,10.33,9.8,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
139,241-72-9525,2,139,139,3,2,10,25.96,545.06,519.1,4.76,25.96,8.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
140,575-30-8091,2,140,140,1,1,8,29.0,609.0,580.0,4.76,29.0,9.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
141,731-81-9469,1,141,141,2,3,10,44.9,942.9,898.0,4.76,44.9,5.4,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
142,280-17-4359,3,142,142,2,2,10,45.25,950.25,905.0,4.76,45.25,8.1,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
143,338-65-2210,1,143,143,2,2,10,34.3,720.3,686.0,4.76,34.3,9.1,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
144,488-25-4221,1,144,144,2,3,1,1.52,31.93,30.41,4.76,1.52,8.4,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
145,239-10-7476,2,145,145,1,1,6,23.39,491.09,467.7,4.76,23.39,8.0,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
146,458-41-1477,2,146,146,2,3,6,13.88,291.44,277.56,4.76,13.88,9.5,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
147,685-64-1609,1,147,147,1,1,10,15.07,316.47,301.4,4.76,15.07,9.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
148,568-90-5112,4,148,148,2,3,4,13.23,277.79,264.56,4.76,13.23,5.6,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
149,262-47-2794,3,149,149,3,3,8,28.74,603.62,574.88,4.76,28.74,6.2,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
150,238-49-0436,4,150,150,1,3,8,12.98,272.66,259.68,4.76,12.98,4.9,2025-12-23 21:27:20.629425,2025-12-23 21:27:20.629425
151,608-96-3517,1,151,151,3,3,4,18.31,384.47,366.16,4.76,18.31,4.8,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
152,584-86-7256,3,152,152,2,3,7,12.1,254.02,241.92,4.76,12.1,7.3,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
153,746-94-0204,4,153,153,1,3,9,37.46,786.62,749.16,4.76,37.46,7.4,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
154,214-17-6927,2,154,154,2,1,6,4.94,103.82,98.88,4.76,4.94,9.9,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
155,400-89-4171,2,155,155,2,2,8,32.39,680.15,647.76,4.76,32.39,9.3,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
156,782-95-9291,3,156,156,1,3,5,23.07,484.52,461.45,4.76,23.07,9.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
157,279-74-2924,3,157,157,3,2,1,3.61,75.78,72.17,4.76,3.61,6.1,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
158,307-85-2293,4,158,158,3,1,5,12.57,263.97,251.4,4.76,12.57,9.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
159,743-04-1105,3,159,159,3,1,9,43.75,918.73,874.98,4.76,43.75,6.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
160,423-57-2993,4,160,160,3,1,6,28.02,588.36,560.34,4.76,28.02,10.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
161,894-41-5205,2,161,161,2,3,8,17.27,362.71,345.44,4.76,17.27,8.3,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
162,275-28-0149,4,162,162,1,2,1,3.18,66.87,63.69,4.76,3.18,6.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
163,101-17-6199,4,163,163,1,3,7,16.03,336.56,320.53,4.76,16.03,7.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
164,423-80-0988,4,164,164,2,1,2,7.64,160.44,152.8,4.76,7.64,6.5,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
165,548-46-9322,4,165,165,3,3,10,19.95,418.95,399.0,4.76,19.95,5.9,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
166,505-02-0892,3,166,166,3,1,8,17.03,357.59,340.56,4.76,17.03,5.6,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
167,234-65-2137,4,167,167,2,2,10,47.79,1003.59,955.8,4.76,47.79,4.8,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
168,687-47-8271,4,168,168,1,3,10,49.49,1039.29,989.8,4.76,49.49,8.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
169,796-32-9050,4,169,169,1,2,6,15.38,323.06,307.68,4.76,15.38,6.5,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
170,105-31-1824,3,170,170,1,3,7,24.33,510.97,486.64,4.76,24.33,8.5,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
171,249-42-3782,4,171,171,1,1,5,17.5,367.55,350.05,4.76,17.5,5.5,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
172,316-55-4634,3,172,172,3,3,5,20.01,420.26,400.25,4.76,20.01,9.4,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
173,733-33-4967,4,173,173,2,2,8,8.34,175.14,166.8,4.76,8.34,6.3,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
174,608-27-6295,3,174,174,3,3,6,15.87,333.21,317.34,4.76,15.87,9.8,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
175,414-12-7047,4,175,175,3,1,8,7.92,166.24,158.32,4.76,7.92,8.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
176,827-26-2100,3,176,176,1,1,9,15.23,319.79,304.56,4.76,15.23,8.8,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
177,175-54-2529,3,177,177,1,3,8,8.87,186.23,177.36,4.76,8.87,9.6,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
178,139-52-2867,2,178,178,2,3,7,7.88,165.45,157.57,4.76,7.88,4.8,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
179,407-63-8975,4,179,179,1,1,6,22.16,465.44,443.28,4.76,22.16,4.4,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
